text,label
the only thing i ordered the chicken sandwich and it was delicious . <eos>,Past
i spent $ _num_ for _num_ years ago and i ' m not sure . <eos>,Past
this was a very nice place to watch at the bar . <eos>,Past
this place was a little pricey but it was worth it . <eos>,Past
"i ordered the chicken parm , which was n't worth the wait . <eos>",Past
service was great and food was great . <eos>,Past
it did n't even deserve any star . <eos>,Past
this was a great experience . <eos>,Past
the food was great and the service sucked . <eos>,Past
i ' ve never had such such a bad experience . <eos>,Past
the food and service was very good . <eos>,Past
the best part of the best i ' ve had in a long time . <eos>,Past
it was a great place to hang up and will definitely be back . <eos>,Past
it was a waste of money . <eos>,Past
this place was great ! <eos>,Past
he said the manager was very nice and helpful and very very helpful . <eos>,Past
ordered the chicken parm and eggs . <eos>,Past
it was a great experience with the food here . <eos>,Past
but the service was very slow . <eos>,Past
the fried pickles were delicious and the spinach dip were very tasty . <eos>,Past
"service was great , and the food was great , and the service was great . <eos>",Past
this time was a great experience . <eos>,Past
"this place was a mess , but not . <eos>",Past
it was n't a good experience at all . <eos>,Past
it was a waste of money . <eos>,Past
he was very helpful and helpful . <eos>,Past
the food was great and we had a great time . <eos>,Past
all of the food was not worth it . <eos>,Past
my family and i had a great time . <eos>,Past
they were so happy with the food and i was starving . <eos>,Past
"everything was delicious , the chicken was tender and juicy . <eos>",Past
they were the best of the best pizzas i ' ve ever had . <eos>,Past
the wait staff were very friendly and they were doing to mention the menu . <eos>,Past
the staff was very friendly and helpful and helpful . <eos>,Past
the food was very good . <eos>,Past
"i did n't even eat the chicken , but it was n't worth it . <eos>",Past
service was great and food was great . <eos>,Past
he was a great experience with him and will continue to help him . <eos>,Past
"food was good , service was great , and very attentive . <eos>",Past
i was n't impressed by the manager and he was very rude . <eos>,Past
the manager was rude . <eos>,Past
i walked in and left without feeling welcome . <eos>,Past
i loved this place . <eos>,Past
i felt rushed and the staff was very friendly . <eos>,Past
it was great . <eos>,Past
they were very professional and very helpful . <eos>,Past
went here tonight and i was pleasantly surprised . <eos>,Past
it was a great experience . <eos>,Past
i went to this location and i was very pleased with the service . <eos>,Past
"needless to say , i was disappointed with this place . <eos>",Past
i was very disappointed with the food . <eos>,Past
they had a great time and they were in the area . <eos>,Past
it was great ! <eos>,Past
she was rude . <eos>,Past
i was starving to get a _num_ star . <eos>,Past
it was just ok . <eos>,Past
the rooms were very clean . <eos>,Past
"the food was n't bad , but not worth it . <eos>",Past
i asked if i could n't get the food . <eos>,Past
the food was n't even worth the price or anything . <eos>,Past
i got the food and it was n't worth it . <eos>,Past
had a great time here for a sunday night and it was perfect . <eos>,Past
so the manager was very rude and i was very disappointed . <eos>,Past
the food was great and very tasty . <eos>,Past
the service was very slow . <eos>,Past
both of the food came out with the service and the food sucked . <eos>,Past
"and the food was the best , the service was very good . <eos>",Past
all the food was very good . <eos>,Past
i also ordered the chicken . <eos>,Past
the food was n't worth the wait . <eos>,Past
loved the chicken marsala . <eos>,Past
i had a great experience here and i ' ve had a great time . <eos>,Past
"so i did n't even get the food , i was starving . <eos>",Past
loved this place for breakfast . <eos>,Past
this place was n't even busy . <eos>,Past
boy was $ _num_ . <eos>,Past
"they were very friendly and helpful , and the food was very good . <eos>",Past
this was my first visit for dinner . <eos>,Past
the food was n't worth the wait . <eos>,Past
all of the food was not very good . <eos>,Past
i called the manager and they were told to the manager and refused . <eos>,Past
i could n't believe i was n't impressed with the service was horrible . <eos>,Past
the staff was very nice . <eos>,Past
the food was really good . <eos>,Past
service was great and quick . <eos>,Past
"overall , i was a great experience with the food here . <eos>",Past
it was a great experience . <eos>,Past
i ' ve never had such a good experience at all . <eos>,Past
he was very helpful and helpful with the questions questions questions . <eos>,Past
the food was very good too . <eos>,Past
"service was great , the food was very good . <eos>",Past
they gave me a _num_ star because i was charged $ _num_ for . <eos>,Past
"the food , the service was excellent , the food was great . <eos>",Past
maybe i had a good time to eat . <eos>,Past
"it was very bland , but not very bland . <eos>",Past
the people who were seated in the counter was n't even better . <eos>,Past
dr . hales and his team and his team were very helpful . <eos>,Past
the lady who did n't work . <eos>,Past
i had the worst experience here and i ' ve ever had . <eos>,Past
"the service was great , and i was very impressed . <eos>",Past
after the first time we had a great time and left . <eos>,Past
"the food was good , the service was great , very attentive . <eos>",Past
i had a great experience here and it was delicious ! <eos>,Past
it was a great experience with me . <eos>,Past
this place was very busy . <eos>,Past
this place was gross . <eos>,Past
she refused to give me _num_ star . <eos>,Past
"it was a little flavor , and the service was very good . <eos>",Past
when i got the food was cold . <eos>,Past
the service was great and the food was great . <eos>,Past
the best pizza i ever had . <eos>,Past
they were very friendly and helpful . <eos>,Past
"went here tonight , it was amazing ! <eos>",Past
i went here for a _num_ oz and left . <eos>,Past
staff was very friendly and helpful and helpful . <eos>,Past
the staff was very friendly and the food was good . <eos>,Past
i did n't even acknowledge me . <eos>,Past
this was a great place to hang up with . <eos>,Past
the manager refused to give me a manager to speak to help . <eos>,Past
the service was very slow . <eos>,Past
this place was great ! <eos>,Past
they were very nice and did n't have a smile . <eos>,Past
the only thing was the food was . <eos>,Past
they were great and helpful . <eos>,Past
i had a great time and i ' m recommend . <eos>,Past
i felt rushed in the door . <eos>,Past
everything was very good . <eos>,Past
i highly recommend this place to anyone who had a great experience . <eos>,Past
this place was a mess . <eos>,Past
the prices were very reasonable for the price was reasonable . <eos>,Past
the only thing was the . <eos>,Past
"the food was delicious , the service was great , very tasty . <eos>",Past
everything was fresh and the portions were very small . <eos>,Past
the worst part of the experience ever . <eos>,Past
the food and the service was great too . <eos>,Past
the food here was really good . <eos>,Past
the food was amazing ! <eos>,Past
i was very disappointed with the service and i was disappointed . <eos>,Past
so i was a great choice . <eos>,Past
they were very friendly and the food was n't even worth the price for . <eos>,Past
i had a great experience with enterprise . <eos>,Past
this place was n't worth it . <eos>,Past
we were very impressed with the food . <eos>,Past
the lady who did n't seem like the food . <eos>,Past
i had a great time . <eos>,Past
they were very nice and helpful with the whole process . <eos>,Past
the food was not very good . <eos>,Past
he said the manager was very nice and helpful with the whole process . <eos>,Past
so i was very disappointed with the service . <eos>,Past
this place was a waste of money . <eos>,Past
it was n't worth the wait . <eos>,Past
"overall , the food was good , but not very good . <eos>",Past
i called the manager and walked away . <eos>,Past
i was not impressed by the first time i . <eos>,Past
"i ordered the chicken parm , which was n't very good . <eos>",Past
i loved it ! <eos>,Past
i went to the first time i had a great time at all . <eos>,Past
i was very impressed with the service and they were very busy . <eos>,Past
the _num_ minutes later they were seated in the table . <eos>,Past
what i was told to the place was a _num_ minute wait . <eos>,Past
"the place was n't busy , but i was n't impressed by . <eos>",Past
"there were no apology , but i could n't have any of them . <eos>",Past
i had a great selection of the food and the prices . <eos>,Past
maybe i was n't worth the wait . <eos>,Past
"the food was very good , the service was great . <eos>",Past
i was so disappointed with the service and i will be back . <eos>,Past
the food and the service was also great . <eos>,Past
my wife and i went here and it was very good . <eos>,Past
a friend recommended this place and i had a great time . <eos>,Past
this place was a _num_ minutes to get our food and left . <eos>,Past
the staff was very friendly and i would recommend them to anyone else . <eos>,Past
"the food was n't good , but i was n't impressed at all . <eos>",Past
we had a great time here and we had the best ! <eos>,Past
i did n't even know why i was going to this place . <eos>,Past
i thought the food was n't worth it was good . <eos>,Past
dr . fife and his team were very professional and professional with my questions . <eos>,Past
this place was great ! <eos>,Past
the chicken was great . <eos>,Past
they were very nice and gave me a lot . <eos>,Past
i loved this place . <eos>,Past
the food was mediocre at best . <eos>,Past
the only thing about the food was the service was terrible . <eos>,Past
food was great ! <eos>,Past
they refused to give me a discount tire . <eos>,Past
the food was n't worth the wait for _num_ minutes . <eos>,Past
i was very disappointed . <eos>,Past
the food was great . <eos>,Past
the service was great too . <eos>,Past
"it was n't a good job , but not busy . <eos>",Past
this was the first time i had to get a great time . <eos>,Past
it was a little pricey but the food was delicious . <eos>,Past
"the service was not that bad , but i was not impressed . <eos>",Past
the service was great . <eos>,Past
"the food was great , and the service sucked . <eos>",Past
it was a good thing of food . <eos>,Past
ordered the chicken and the chicken was great . <eos>,Past
i had the best pizza i ' ve had in a long time . <eos>,Past
he was very nice and very helpful . <eos>,Past
the service was very slow . <eos>,Past
i was pleasantly surprised . <eos>,Past
so i went to another _num_ minutes to arrive . <eos>,Past
they were amazing ! <eos>,Past
the only thing i had the food and it was n't good . <eos>,Past
"it was a little pricey , but the food was n't worth it . <eos>",Past
the worst part was the worst customer service i ' ve ever experienced . <eos>,Past
this was a great experience . <eos>,Past
but it was n't worth the wait time . <eos>,Past
but the service was not good . <eos>,Past
they were very nice and the food was very good . <eos>,Past
this place was great ! <eos>,Past
i absolutely loved this place for breakfast . <eos>,Past
she was very rude and condescending . <eos>,Past
did n't even taste like it was microwaved . <eos>,Past
so i was very disappointed . <eos>,Past
the food was just ok . <eos>,Past
she was very nice and gave me a great job . <eos>,Past
i was wrong . <eos>,Past
we had a great meal here . <eos>,Past
this place was a disappointment of me . <eos>,Past
i had the chicken parm . <eos>,Past
the food and the service was great and quick . <eos>,Past
i really enjoyed the food . <eos>,Past
they were very happy with the food arrived . <eos>,Past
the service and the food was very good . <eos>,Past
they handled the service was very friendly . <eos>,Past
the chicken was n't even worth the price . <eos>,Past
loved the food here . <eos>,Past
this place was a really good experience with the kids . <eos>,Past
my wife had the chicken parm and it was very good . <eos>,Past
all of the food was great . <eos>,Past
the food was $ _num_ . <eos>,Past
i called the manager and he said he was very rude . <eos>,Past
"the service was great , and the food sucked . <eos>",Past
i ordered the chicken parm which was very good . <eos>,Past
it was a great selection of food and service . <eos>,Past
they gave me a _num_ % _num_ . <eos>,Past
i called the manager and said they could n't care . <eos>,Past
it was a great meal with a disappointment . <eos>,Past
"the fried rice were the best , the beans were runny and tasteless . <eos>",Past
and they did n't have a great job . <eos>,Past
then they were seated in the front desk . <eos>,Past
loved the food at this place . <eos>,Past
all the food was very good . <eos>,Past
but the food was n't very good and fresh . <eos>,Past
it was a great experience at nakama . <eos>,Past
i ordered the chicken and i ordered the chicken parm and it was delicious . <eos>,Past
i ' ve never had such a great experience here . <eos>,Past
it was a great meal with the sauce . <eos>,Past
i did n't even know why i was n't impressed . <eos>,Past
the chicken was dry and the chicken was burnt . <eos>,Past
the staff were very friendly and helpful with us . <eos>,Past
the staff was very friendly and helpful with the whole process . <eos>,Past
she then proceeded to order me . <eos>,Past
had a great time here with a group . <eos>,Past
all the food was not good . <eos>,Past
chicken was dry and dry with no sauce . <eos>,Past
had a great time here and they were great ! <eos>,Past
"the food was n't good , but i was n't worth the price . <eos>",Past
the worst service i ' ve had in a long time . <eos>,Past
i was very disappointed with them . <eos>,Past
she did a great job . <eos>,Past
"there were no apology , but they were n't even acknowledge us . <eos>",Past
"they were very friendly and the food was good , and reasonably priced . <eos>",Past
first time i was in the area and i was pleasantly surprised . <eos>,Past
the service was great and we had a great time at all ages . <eos>,Past
the food was good . <eos>,Past
the food here was really good and the service was great . <eos>,Past
the food and service was very good and very tasty . <eos>,Past
so i was a fan of the best i ' ve had in the area . <eos>,Past
i loved this place for lunch . <eos>,Past
everything was very good . <eos>,Past
so i had a great time and i was impressed . <eos>,Past
the food came out of the best part of the best i ' ve had . <eos>,Past
"very friendly staff , and the service was great . <eos>",Past
the food was n't even worth the wait . <eos>,Past
i went here and the service was very good . <eos>,Past
she was so rude . <eos>,Past
"after reading the reviews , i was expecting the food and service was great . <eos>",Past
it was a very good little flavor . <eos>,Past
i went to the first time and the service was very friendly and helpful . <eos>,Past
the service was very friendly and very very good . <eos>,Past
it was a good time . <eos>,Past
this was a great place to hang up with a great meal . <eos>,Past
if i had a good choice of $ _num_ . <eos>,Past
loved it ! <eos>,Past
we walked in the bar and the bartender was great . <eos>,Past
the only thing was the same thing they were not a great job . <eos>,Past
i ' ve never had such such a bad experience here . <eos>,Past
the only saving grace grace of the food was served . <eos>,Past
we had a great time and the food here . <eos>,Past
it was a great experience with enterprise . <eos>,Past
service was excellent . <eos>,Past
` ` ` ' ' ' ' ' m glad i did n't . <eos>,Past
the only thing i had the chicken was very good and flavorful . <eos>,Past
i was n't impressed with this place . <eos>,Past
the service was very friendly and the food was very good . <eos>,Past
the staff was very friendly and the food was n't worth the wait . <eos>,Past
the food was not worth it . <eos>,Past
so i was going to try this place . <eos>,Past
"i thought i was n't impressed , but i was starving . <eos>",Past
"after the wait staff were seated , and they were seated in the bar . <eos>",Past
it was n't even busy at the food . <eos>,Past
it was just gross . <eos>,Past
he was very nice and i felt comfortable with my stay here . <eos>,Past
all the food was very good . <eos>,Past
i went here for a _num_ oz . <eos>,Past
i was shocked by the first of the food and i was pleasantly surprised . <eos>,Past
it was a little pricey but worth the wait time . <eos>,Past
had a great time here with my friends . <eos>,Past
"overall , the service was very poor . <eos>",Past
the chicken was very tasty . <eos>,Past
"service was great , and the food was great , and we were robbed . <eos>",Past
he was not a problem of the first time . <eos>,Past
the chicken sandwich was very good . <eos>,Past
they were not even the best part of the food was served . <eos>,Past
he was very nice . <eos>,Past
the only thing i had was a good thing . <eos>,Past
i ordered the chicken parm and it was delicious ! <eos>,Past
it was a little pricey but it was worth it . <eos>,Past
the food came out of the table and the food was great . <eos>,Past
the ladies who helped us were very nice and helpful . <eos>,Past
the chicken and the chicken was not cooked perfectly . <eos>,Past
we had a great time . <eos>,Past
after _num_ minutes to get our order to get our order wrong . <eos>,Past
the food was not worth the wait . <eos>,Past
they were the best part of the food was very good . <eos>,Past
the prices were very reasonable and they were able to be beat . <eos>,Past
we loved the food and atmosphere . <eos>,Past
i was very disappointed with the service . <eos>,Past
"the service here was great , and the atmosphere was very nice . <eos>",Past
the food was $ _num_ for a _num_ minute wait for the price . <eos>,Past
i called back and walked away . <eos>,Past
i really enjoyed my stay here . <eos>,Past
