text,label
we ' ve had a great experience at the wynn . <eos>,PastPosNeutral
we had a great time . <eos>,PastPosNeutral
this was a great place to celebrate with friends friends . <eos>,PastPosNeutral
both were very nice . <eos>,PastPosNeutral
the food was great and the prices were great . <eos>,PastPosNeutral
the crab cakes were so good . <eos>,PastPosNeutral
and the staff were very friendly and helpful and helpful . <eos>,PastPosNeutral
we had a great experience with the service and prices . <eos>,PastPosNeutral
the staff were very friendly and helpful and made me feel comfortable . <eos>,PastPosNeutral
we were impressed . <eos>,PastPosNeutral
thank you for me ! <eos>,PastPosNeutral
both times were great ! <eos>,PastPosNeutral
we were seated promptly and greeted . <eos>,PastPosNeutral
all of the staff were very friendly and very helpful . <eos>,PastPosNeutral
my friends and i went here for a few weeks . <eos>,PastPosNeutral
my husband ordered the wings and meatballs were both delicious and loved the shrimp . <eos>,PastPosNeutral
"the chips and salsa were very good , and the salsa was very tasty . <eos>",PastPosNeutral
this was the best place we ' ve had . <eos>,PastPosNeutral
all the food was very good . <eos>,PastPosNeutral
loved the atmosphere of the food we were delicious . <eos>,PastPosNeutral
this was the best place we ' ve had . <eos>,PastPosNeutral
loved the atmosphere of the pictures and we were visiting . <eos>,PastPosNeutral
loved the atmosphere and we were seated . <eos>,PastPosNeutral
they were very good and the service was excellent . <eos>,PastPosNeutral
we had a great experience here . <eos>,PastPosNeutral
the service was great and the prices were very reasonable . <eos>,PastPosNeutral
we had a great experience here and will definitely be back . <eos>,PastPosNeutral
we were able to accommodate a wedding and she was great . <eos>,PastPosNeutral
the food was delicious . <eos>,PastPosNeutral
the kids were very nice . <eos>,PastPosNeutral
we were seated promptly and was very pleased . <eos>,PastPosNeutral
we had a great experience of the menu and the food was delicious . <eos>,PastPosNeutral
we both enjoyed the food and the service was excellent . <eos>,PastPosNeutral
the service was great and the prices were very reasonable as well . <eos>,PastPosNeutral
both were very good . <eos>,PastPosNeutral
we were very pleased with the service and service . <eos>,PastPosNeutral
we loved the food . <eos>,PastPosNeutral
the staff were great . <eos>,PastPosNeutral
the shrimp cocktail was delicious and the calamari was amazing . <eos>,PastPosNeutral
they saved my money ! <eos>,PastPosNeutral
one of the best we had the most recent experience in the valley . <eos>,PastPosNeutral
came here for a few weeks ago and loved it . <eos>,PastPosNeutral
the food was great and the prices were great . <eos>,PastPosNeutral
the food and drinks were also very good . <eos>,PastPosNeutral
the kids loved the food here . <eos>,PastPosNeutral
the food was great and the prices were very reasonable . <eos>,PastPosNeutral
the staff were very friendly and very helpful . <eos>,PastPosNeutral
the best part of the best part of the freshest were the best . <eos>,PastPosNeutral
we had a great experience with the food . <eos>,PastPosNeutral
came here for a few weeks ago and will continue to go back . <eos>,PastPosNeutral
we were seated promptly and our server was very friendly and attentive and attentive . <eos>,PastPosNeutral
they were very nice and the food was delicious and the service was excellent . <eos>,PastPosNeutral
the chips were moist and moist and crispy . <eos>,PastPosNeutral
we had a great experience here and will definitely be returning . <eos>,PastPosNeutral
had a great experience here . <eos>,PastPosNeutral
the chips were also very good as well . <eos>,PastPosNeutral
i ' ve had a great experience here with friends friends . <eos>,PastPosNeutral
very friendly staff and the staff were very friendly and helpful . <eos>,PastPosNeutral
we had a great time . <eos>,PastPosNeutral
the food was great and the prices were great . <eos>,PastPosNeutral
the best part of the dishes . <eos>,PastPosNeutral
both were great and very nice . <eos>,PastPosNeutral
both were great ! <eos>,PastPosNeutral
i ' ve had a great experience at this location . <eos>,PastPosNeutral
we loved it ! <eos>,PastPosNeutral
the best part of the bellagio fountains . <eos>,PastPosNeutral
they did a great job . <eos>,PastPosNeutral
we loved it here ! <eos>,PastPosNeutral
we had a great experience . <eos>,PastPosNeutral
my friends had a great experience with friends and loved them . <eos>,PastPosNeutral
we were very pleased with our experience and service . <eos>,PastPosNeutral
service was great and the prices were reasonable . <eos>,PastPosNeutral
they were very nice and the food was very good . <eos>,PastPosNeutral
both were very good . <eos>,PastPosNeutral
the shrimp tacos were also amazing as well . <eos>,PastPosNeutral
the people are clueless . <eos>,PresNegPlural
the employees are not interested to have a great attitudes . <eos>,PresNegPlural
if you are looking for the kids you do n't know what you . <eos>,PresNegPlural
but they do n't even deserve the star . <eos>,PresNegPlural
i do n't understand why they are the reviews reviews about this place . <eos>,PresNegPlural
there are no longer that they are open the other companies . <eos>,PresNegPlural
we do n't even bother . <eos>,PresNegPlural
"they have a few times , but they are closed . <eos>",PresNegPlural
the rooms are not cleaned properly designed and not cleaned . <eos>,PresNegPlural
my friends are n't even have been going here for years and now . <eos>,PresNegPlural
they ' re not even worse . <eos>,PresNegPlural
"there are better places in the area , but the grounds . <eos>",PresNegPlural
but they do n't even deserve you pay _num_ . <eos>,PresNegPlural
"the rooms are dirty , but the beds are not cleaned properly . <eos>",PresNegPlural
we are not pleased with the quality . <eos>,PresNegPlural
the people who are there are the rude and condescending . <eos>,PresNegPlural
"but the prices are not too high quality , but the quality is lacking . <eos>",PresNegPlural
these guys are n't care about customers . <eos>,PresNegPlural
if you are looking for a hurry to go . <eos>,PresNegPlural
the mashed potatoes are not good . <eos>,PresNegPlural
"the only thing they have been there , they are still still . <eos>",PresNegPlural
"they have a few times , but they ' re not been a good deal . <eos>",PresNegPlural
the only thing they are the most of the other reviewers . <eos>,PresNegPlural
they are n't even seem to care about their customers as well . <eos>,PresNegPlural
the only people are so rude and they do n't care about it . <eos>,PresNegPlural
we do n't even know how to keep going back . <eos>,PresNegPlural
but they are not good . <eos>,PresNegPlural
"but the portions are not good , but the quality is lacking . <eos>",PresNegPlural
the only thing they are the most of the prices . <eos>,PresNegPlural
but the prices are not worth the $ _num_ . <eos>,PresNegPlural
the rooms are not cleaned and the beds are not cleaned . <eos>,PresNegPlural
i have been going to many times and have been disappointed . <eos>,PresNegPlural
"but the prices are not too high , but the quality of ingredients . <eos>",PresNegPlural
the only thing they are the most of the prices are very reasonable . <eos>,PresNegPlural
"and the employees are rude and disrespectful , do n't care about . <eos>",PresNegPlural
"do n't know how they are doing , they do n't care about . <eos>",PresNegPlural
but they are not worth the money here . <eos>,PresNegPlural
we are not able to be able to be treated in our room . <eos>,PresNegPlural
the people who are rude and do n't know what they do . <eos>,PresNegPlural
"the only thing they are doing , but they are not good . <eos>",PresNegPlural
they have a lot of things to be desired to be a few . <eos>,PresNegPlural
the most of the most of the worst experiences i have ever encountered . <eos>,PresNegPlural
they have a lot of things to choose . <eos>,PresNegPlural
the other dishes are not very good . <eos>,PresNegPlural
they are not good . <eos>,PresNegPlural
there are no other options to choose from the other companies . <eos>,PresNegPlural
but the prices are not worth the $ _num_ . <eos>,PresNegPlural
they do n't even deserve you know . <eos>,PresNegPlural
the only thing they are the most of the most of the best . <eos>,PresNegPlural
but the reviews are not even better than others . <eos>,PresNegPlural
my friends and i do n't know what they are doing . <eos>,PresNegPlural
they are n't even care about their patients and they are very rude . <eos>,PresNegPlural
this is the worst starbucks ever . <eos>,PresNegPlural
if you are looking for a few minutes to get our drinks order . <eos>,PresNegPlural
i do n't know how they are doing . <eos>,PresNegPlural
"but the people are not pushy , but not pushy . <eos>",PresNegPlural
"they are rude and disrespectful , and disrespectful . <eos>",PresNegPlural
the employees are rude and disrespectful and disrespectful . <eos>,PresNegPlural
but the worst part of the prices are ridiculous . <eos>,PresNegPlural
if you are looking for the kids you are looking for . <eos>,PresNegPlural
the only thing they are the most of the most of the prices . <eos>,PresNegPlural
there are no longer to be in the area . <eos>,PresNegPlural
they are not very good . <eos>,PresNegPlural
but the worst of the worst experiences i have ever had in the entire . <eos>,PresNegPlural
the prices are not very reasonable . <eos>,PresNegPlural
"the prices are not too high , but the quality is . <eos>",PresNegPlural
the fries are not the best i have ever had . <eos>,PresNegPlural
the people who are doing there are doing to work . <eos>,PresNegPlural
they have a lot of options to choose the other companies companies . <eos>,PresNegPlural
but the prices are ridiculous . <eos>,PresNegPlural
they do n't even know what they are doing to be good . <eos>,PresNegPlural
do n't know how they are doing doing . <eos>,PresNegPlural
are you kidding me ? <eos>,PresNegPlural
so we are not happy . <eos>,PresNegPlural
they are n't even busy . <eos>,PresNegPlural
there are no other options available . <eos>,PresNegPlural
they have a lot of options for the same items . <eos>,PresNegPlural
they have n't even been going to get the money . <eos>,PresNegPlural
these guys are clueless . <eos>,PresNegPlural
the only thing they are the ones ones and the prices . <eos>,PresNegPlural
"the chips and salsa are not good , but the salsa is . <eos>",PresNegPlural
there ' s not one of the ` ` ` ` ' ' ' ' ' . <eos>,PresNegPlural
and the workers are rude and not very helpful . <eos>,PresNegPlural
but the prices are not good . <eos>,PresNegPlural
these guys are idiots . <eos>,PresNegPlural
the employees are rude . <eos>,PresNegPlural
they are not busy to take our drinks . <eos>,PresNegPlural
"the only thing they have been there , but they are closed . <eos>",PresNegPlural
the only thing they are the most of the prices . <eos>,PresNegPlural
the fries are cold and not very good . <eos>,PresNegPlural
they are rude and disrespectful . <eos>,PresNegPlural
these guys are just lazy . <eos>,PresNegPlural
they have been going downhill for years . <eos>,PresNegPlural
they ' re not . <eos>,PresNegPlural
the prices are n't even compare for the other places in vegas . <eos>,PresNegPlural
there are no longer to be seated in the other people . <eos>,PresNegPlural
"the people who are rude and disrespectful , and do n't care . <eos>",PresNegPlural
but the prices are ridiculous . <eos>,PresNegPlural
i do n't know how many people are raving in the area . <eos>,PresNegPlural
"employees are rude and disrespectful , and disrespectful . <eos>",PresNegPlural
but the price is not worth the money for the price of the price . <eos>,PresNegSingular
i doubt i ' m . <eos>,PresNegSingular
the chicken and cheese is not very good either . <eos>,PresNegSingular
it ' s a shame of the worst . <eos>,PresNegSingular
it ' s not a big deal to be . <eos>,PresNegSingular
the food here is terrible . <eos>,PresNegSingular
it ' s not worth it . <eos>,PresNegSingular
the only thing thing i ' ve been there for the service and the food . <eos>,PresNegSingular
the only reason i know this place is so rude and i do . <eos>,PresNegSingular
i have never had a bad experience . <eos>,PresNegSingular
i have been going to this location for years and i have been disappointed . <eos>,PresNegSingular
this place is a joke and i will never go back . <eos>,PresNegSingular
"it is a shame , but the food sucks . <eos>",PresNegSingular
i mean i ' m disappointed . <eos>,PresNegSingular
"the only thing thing is the food , but the service is terrible . <eos>",PresNegSingular
but the worst part of the worst service i have ever received . <eos>,PresNegSingular
i am not sure what i am going . <eos>,PresNegSingular
this is a place to be a big deal to be a big deal . <eos>,PresNegSingular
this is the worst company ever . <eos>,PresNegSingular
no wonder you do n't know . <eos>,PresNegSingular
the only thing is the place is the service . <eos>,PresNegSingular
but the place is not worth the money of the money . <eos>,PresNegSingular
service is slow and not very friendly . <eos>,PresNegSingular
the staff is rude and not helpful to be a patient . <eos>,PresNegSingular
this place is the worst service i ever had . <eos>,PresNegSingular
it is a little dated and not good . <eos>,PresNegSingular
the only reason i have a lot of this place is not worth it . <eos>,PresNegSingular
this is unacceptable . <eos>,PresNegSingular
but the service is slow and not worth the money for me . <eos>,PresNegSingular
the food is mediocre at best . <eos>,PresNegSingular
this is the worst place i have ever encountered . <eos>,PresNegSingular
this is the worst place i have ever dealt with . <eos>,PresNegSingular
"this place is a joke , but i will never go back . <eos>",PresNegSingular
this place is a complete joke of me . <eos>,PresNegSingular
the food here is just ok too . <eos>,PresNegSingular
the fried rice is not very flavorful . <eos>,PresNegSingular
food is mediocre and overpriced . <eos>,PresNegSingular
i am not sure why this place is the closest of the reviews reviews . <eos>,PresNegSingular
this is the worst service in the valley . <eos>,PresNegSingular
the worst part is . <eos>,PresNegSingular
but the service is slow and the food is not good . <eos>,PresNegSingular
but the staff is rude and not friendly at all . <eos>,PresNegSingular
maintenance management sucks . <eos>,PresNegSingular
"the only thing is the food , but the service is terrible . <eos>",PresNegSingular
the worst part of the worst service i have ever encountered . <eos>,PresNegSingular
"but the food is not good , but it ' s not good . <eos>",PresNegSingular
if you are looking for a hurry to be a complete waste money . <eos>,PresNegSingular
but it is not worth the money for . <eos>,PresNegSingular
the only thing i have ever encountered with the entire staff . <eos>,PresNegSingular
i am very disappointed . <eos>,PresNegSingular
this place does n't deserve a star star . <eos>,PresNegSingular
but the food sucks . <eos>,PresNegSingular
it ' s not a good place to get . <eos>,PresNegSingular
it ' s a shame to be a disaster . <eos>,PresNegSingular
this is the worst place in the valley . <eos>,PresNegSingular
but the food is not worth the money . <eos>,PresNegSingular
i mean it ' s not worth it . <eos>,PresNegSingular
the worst part is the worst part . <eos>,PresNegSingular
i am not sure why i know how this place is done . <eos>,PresNegSingular
i am not sure why this place is terrible . <eos>,PresNegSingular
i think i ' ve been here since i ' ve been in the years . <eos>,PresNegSingular
"there are no longer in the area , but it ' s not worth it . <eos>",PresNegSingular
i am not sure why this place is empty . <eos>,PresNegSingular
i have been going back for a few times and i am . <eos>,PresNegSingular
the service is not very good . <eos>,PresNegSingular
"the service is slow , but the food is mediocre and not very good . <eos>",PresNegSingular
it ' s not a good place to get a lot of money . <eos>,PresNegSingular
if you are looking for a hurry to get a new car wash . <eos>,PresNegSingular
she says no problem ' s not . <eos>,PresNegSingular
i have been going to this location and i ' m not going back again . <eos>,PresNegSingular
i do n't know how this place is . <eos>,PresNegSingular
this place is terrible . <eos>,PresNegSingular
the food is mediocre and not authentic . <eos>,PresNegSingular
so i am not recommend them . <eos>,PresNegSingular
the only thing is the place is dirty . <eos>,PresNegSingular
"the food here is just ok , nothing special . <eos>",PresNegSingular
i mean it ' s ridiculous . <eos>,PresNegSingular
i have been here for a few times and i ' m not impressed . <eos>,PresNegSingular
the worst part i have ever had in vegas . <eos>,PresNegSingular
the customer service is lacking and very slow . <eos>,PresNegSingular
the staff is rude and the service is terrible . <eos>,PresNegSingular
but it ' s not worth the money for a $ _num_ per . <eos>,PresNegSingular
i mean the worst part . <eos>,PresNegSingular
i am not sure what i am . <eos>,PresNegSingular
but the owner is not a word to make sure you feel like . <eos>,PresNegSingular
this is the worst place i have ever encountered . <eos>,PresNegSingular
the food is mediocre and bland . <eos>,PresNegSingular
it ' s not worth it . <eos>,PresNegSingular
the food here is just ok . <eos>,PresNegSingular
the place is a joke of the worst service i have ever encountered . <eos>,PresNegSingular
but it ' s not a good place to get a good food either . <eos>,PresNegSingular
but i am not impressed with this place . <eos>,PresNegSingular
this place is a complete joke . <eos>,PresNegSingular
this is a complete ripoff . <eos>,PresNegSingular
i have been a few times and i ' m not impressed with the food . <eos>,PresNegSingular
service is slow . <eos>,PresNegSingular
but i ' m not sure what i ' m writing . <eos>,PresNegSingular
but it ' s ridiculous . <eos>,PresNegSingular
i am not sure why i will be returning here . <eos>,PresNegSingular
i am not a fan of mine . <eos>,PresNegSingular
this is my second time to go here . <eos>,PresNegNeutral
the prices are not much better than than the money . <eos>,PresNegNeutral
the place is dirty and not the cleanest of the other reviewers . <eos>,PresNegNeutral
are not even deserve a great customer service . <eos>,PresNegNeutral
they do n't even deserve it right away . <eos>,PresNegNeutral
i hate this place . <eos>,PresNegNeutral
is n't ? <eos>,PresNegNeutral
i have been going back for years and never return . <eos>,PresNegNeutral
there are plenty of options of the options and the food is not good . <eos>,PresNegNeutral
they do n't even deserve the star rating . <eos>,PresNegNeutral
i will be back back if you ' re looking to be going back . <eos>,PresNegNeutral
this is the worst starbucks ever . <eos>,PresNegNeutral
the food is mediocre and not very bad . <eos>,PresNegNeutral
but the service is not very good . <eos>,PresNegNeutral
the only reason that they are open the food is terrible . <eos>,PresNegNeutral
but the food is not very good . <eos>,PresNegNeutral
the place is not busy but the people are not worth the money . <eos>,PresNegNeutral
this is the worst place we have ever had in the entire . <eos>,PresNegNeutral
this place is not great . <eos>,PresNegNeutral
but they do n't even deserve it right away . <eos>,PresNegNeutral
there are plenty of choices of the options of items . <eos>,PresNegNeutral
the place is not busy but the prices are not worth the money . <eos>,PresNegNeutral
but they are n't even deserve a star star . <eos>,PresNegNeutral
"they are very rude and disrespectful , but they do n't care about it . <eos>",PresNegNeutral
this is not the best . <eos>,PresNegNeutral
"the only thing they are doing , but it ' s not worth it . <eos>",PresNegNeutral
"do n't know how they are doing , it is not clean . <eos>",PresNegNeutral
the only thing is the prices are ridiculous . <eos>,PresNegNeutral
they are n't even deserve the service . <eos>,PresNegNeutral
the employees are rude and the service is slow . <eos>,PresNegNeutral
but they are not worth the money to the price of money . <eos>,PresNegNeutral
this is the worst place we have ever been to . <eos>,PresNegNeutral
this is the worst mcdonalds i have ever had in my life . <eos>,PresNegNeutral
the food is n't good but they ' re not worth the price . <eos>,PresNegNeutral
the fried rice is the only thing they have ever had in the entire . <eos>,PresNegNeutral
"the prices are not fair , but the food is not worth the price . <eos>",PresNegNeutral
i do n't understand why they are doing to be good either . <eos>,PresNegNeutral
i have never had the worst experiences . <eos>,PresNegNeutral
i do n't know how anyone they do n't know what you can . <eos>,PresNegNeutral
i do n't understand how people are doing in the area . <eos>,PresNegNeutral
they do n't care . <eos>,PresNegNeutral
but the people are not even remotely to be a great experience here . <eos>,PresNegNeutral
if you are looking for a hurry to be a better . <eos>,PresNegNeutral
"they are not the cleanest , but the food is not very good . <eos>",PresNegNeutral
i have no idea of the reviews reviews and service . <eos>,PresNegNeutral
"however , the people are not friendly and the food is terrible . <eos>",PresNegNeutral
but the food is not very good . <eos>,PresNegNeutral
this is not the best . <eos>,PresNegNeutral
the worst part of the worst experiences i have ever encountered . <eos>,PresNegNeutral
the employees are very rude . <eos>,PresNegNeutral
they are not even deserve a star star . <eos>,PresNegNeutral
they are rude and disrespectful . <eos>,PresNegNeutral
but the food is n't good but they are very busy . <eos>,PresNegNeutral
the desk is very rude . <eos>,PresNegNeutral
so i do n't know what happened . <eos>,PresNegNeutral
this is a little outdated and not great . <eos>,PresNegNeutral
"not , they do n't even know how to make it right away . <eos>",PresNegNeutral
"the people who are there , but the food is terrible . <eos>",PresNegNeutral
the worst part of the worst experiences ever had . <eos>,PresNegNeutral
if you are looking for a hurry to go here . <eos>,PresNegNeutral
and the staff is rude . <eos>,PresNegNeutral
but the food is not good at all . <eos>,PresNegNeutral
"however , they are not busy to do a great job . <eos>",PresNegNeutral
the place is dirty and not the cleanest of the other reviewers . <eos>,PresNegNeutral
but the food is not good . <eos>,PresNegNeutral
is ridiculous . <eos>,PresNegNeutral
you are lazy . <eos>,PresNegNeutral
this is not the cleanest company in charlotte . <eos>,PresNegNeutral
but they are not worth it for a _num_ . <eos>,PresNegNeutral
there are no longer in the area . <eos>,PresNegNeutral
the food and portions are not very good either . <eos>,PresNegNeutral
"but , the food is not worth the money for the same . <eos>",PresNegNeutral
but they are not very busy . <eos>,PresNegNeutral
i do n't understand why they are doing to be in stock . <eos>,PresNegNeutral
but that is not . <eos>,PresNegNeutral
the pizza is not good . <eos>,PresNegNeutral
they have a lot of options to choose from the strip . <eos>,PresNegNeutral
i wish they could give them . <eos>,PresNegNeutral
"but , i ' m not sure why they are open 24/7 is open 24/7 . <eos>",PresNegNeutral
are you kidding me ? <eos>,PresNegNeutral
one of the worst thai restaurants i have ever had in vegas . <eos>,PresNegNeutral
the people are not friendly . <eos>,PresNegNeutral
the worst part is terrible . <eos>,PresNegNeutral
"there are no frills , but the food is . <eos>",PresNegNeutral
the place is dirty and not worth the money . <eos>,PresNegNeutral
"the chicken is not the best , but the rice is terrible . <eos>",PresNegNeutral
they are n't even attempt to get a lot of the money . <eos>,PresNegNeutral
this place is horrible ! <eos>,PresNegNeutral
the only thing they have a lot of the money . <eos>,PresNegNeutral
the wifi are very dated . <eos>,PresNegNeutral
i ' ve been going here for years and have been going to the years . <eos>,PresNegNeutral
the worst part of the prices . <eos>,PresNegNeutral
they are not a good thing of the food is not good . <eos>,PresNegNeutral
if you are looking for a hurry you will be returning to anyone . <eos>,PresNegNeutral
they are not even attempt to get a new york . <eos>,PresNegNeutral
the only thing they are doing it . <eos>,PresNegNeutral
the service and prices are very slow . <eos>,PresNegNeutral
but the most of the worst experiences i have ever encountered . <eos>,PresNegNeutral
the wifi is not great . <eos>,PresNegNeutral
the rooms smell like the smell of cigarettes and dirty . <eos>,PresNegNeutral
"so we ordered the worst fries , we were disappointed . <eos>",PastNegPlural
there were no other tables were very empty . <eos>,PastNegPlural
we were seated promptly and we were seated promptly for our drinks . <eos>,PastNegPlural
drinks were cold and not very good . <eos>,PastNegPlural
we went here for _num_ minutes before we got our drinks and left . <eos>,PastNegPlural
we ordered the wings and they were n't even have to eat . <eos>,PastNegPlural
the employees were n't even seem to care . <eos>,PastNegPlural
"the girls were n't even remotely , but the food was just ok . <eos>",PastNegPlural
we ordered the chicken strips and it was not cooked . <eos>,PastNegPlural
the people were rude . <eos>,PastNegPlural
they were not fresh and cold . <eos>,PastNegPlural
but the fries were not good . <eos>,PastNegPlural
we were not pleased with the food and the service . <eos>,PastNegPlural
the mashed potatoes were very bland . <eos>,PastNegPlural
they did n't even bother to eat here . <eos>,PastNegPlural
drinks were cold and stale . <eos>,PastNegPlural
there were no other tables in there . <eos>,PastNegPlural
"ordered the wings , the meatballs were overcooked and not cooked . <eos>",PastNegPlural
"they were seated promptly , we were seated promptly for our table . <eos>",PastNegPlural
they were horrible . <eos>,PastNegPlural
the girls were the front desk and the staff were very rude . <eos>,PastNegPlural
the fries were cold and the fries were not very good . <eos>,PastNegPlural
one of the worst experiences i ' ve ever had in a long time . <eos>,PastNegPlural
my friends and we went to the hooters and we were disappointed . <eos>,PastNegPlural
the mashed potatoes were very bland . <eos>,PastNegPlural
"the lady who said they were doing , but not very busy . <eos>",PastNegPlural
the wings were n't even better than the other reviewers . <eos>,PastNegPlural
they did n't even bother to apologize . <eos>,PastNegPlural
the wings were n't even cleaned at all . <eos>,PastNegPlural
they were n't even bother to be cleaned up on the way . <eos>,PastNegPlural
"the employees were rude and disrespectful , and the food were not very good . <eos>",PastNegPlural
"the only thing we were there , but the food was terrible . <eos>",PastNegPlural
the people were so rude and disrespectful . <eos>,PastNegPlural
there were the most of the worst of the most experiences ever had . <eos>,PastNegPlural
they were the worst . <eos>,PastNegPlural
"the lady who answered , they were rude and disrespectful , disrespectful . <eos>",PastNegPlural
my friends were _num_ minutes for our drinks . <eos>,PastNegPlural
they were rude . <eos>,PastNegPlural
they did n't even apologize . <eos>,PastNegPlural
they were n't even bother to care . <eos>,PastNegPlural
eggs were overcooked and the fries were very bland . <eos>,PastNegPlural
we went here for the first time and we were disappointed with our meals . <eos>,PastNegPlural
the wings were n't even so good but they were so bad . <eos>,PastNegPlural
fries were so bland . <eos>,PastNegPlural
they were n't even have a good selection of the beers and the food . <eos>,PastNegPlural
the people were very rude . <eos>,PastNegPlural
they lost my money . <eos>,PastNegPlural
my friends and we were there for _num_ minutes to get our drinks . <eos>,PastNegPlural
"the only thing we were seated promptly , we were seated promptly . <eos>",PastNegPlural
we ordered the fried pickles and fries were cold and were not . <eos>,PastNegPlural
the mashed potatoes were ok . <eos>,PastNegPlural
the mashed potatoes were ok . <eos>,PastNegPlural
they said no thanks . <eos>,PastNegPlural
we ordered the chicken and they were overcooked and not cooked . <eos>,PastNegPlural
the weak . <eos>,PastNegPlural
they were very rude . <eos>,PastNegPlural
we were seated promptly and asked for our questions to get our drinks order . <eos>,PastNegPlural
never said they were n't good . <eos>,PastNegPlural
they said ` ` ` oh ' ' were ok . <eos>,PastNegPlural
they were very rude and did n't even bother to accommodate us to us . <eos>,PastNegPlural
"the wings were cold and not cooked , but not cooked properly . <eos>",PastNegPlural
the rooms were not cleaned properly properly properly properly . <eos>,PastNegPlural
the mashed potatoes were overcooked and tasteless . <eos>,PastNegPlural
we were seated promptly and had no complaints at all . <eos>,PastNegPlural
the fries were cold and not taste and fresh . <eos>,PastNegPlural
eggs were overcooked and overcooked . <eos>,PastNegPlural
there were _num_ tables tables in the area and we were seated promptly . <eos>,PastNegPlural
but the food was n't even better than the other reviewers reviewers . <eos>,PastNegPlural
even the other reviews were very disappointed . <eos>,PastNegPlural
they were not very busy . <eos>,PastNegPlural
there were dirty and the rooms were dirty and dirty . <eos>,PastNegPlural
"ordered the wings , they were not cooked cooked . <eos>",PastNegPlural
the girls who were rude and the staff were rude and disrespectful . <eos>,PastNegPlural
this was the worst of the worst experiences i ' ve ever . <eos>,PastNegPlural
the mashed potatoes were n't even good . <eos>,PastNegPlural
the only thing we were seated promptly and were seated . <eos>,PastNegPlural
they were overcooked and tasteless . <eos>,PastNegPlural
"but we were seated in the bar , we ordered . <eos>",PastNegPlural
but the wings were horrible . <eos>,PastNegPlural
we were seated promptly for our drinks . <eos>,PastNegPlural
so we went in and we were very disappointed . <eos>,PastNegPlural
they were the worst . <eos>,PastNegPlural
the wings were not cooked and the calamari were overcooked . <eos>,PastNegPlural
we went here for _num_ . <eos>,PastNegPlural
we were seated promptly seated and the room were very dirty and dirty . <eos>,PastNegPlural
the fries were stale and stale . <eos>,PastNegPlural
there were _num_ minutes to get our drinks . <eos>,PastNegPlural
the only thing we ordered the calamari and they were very dry . <eos>,PastNegPlural
the only thing they were the wrong they were . <eos>,PastNegPlural
we were seated promptly and waited _num_ minutes . <eos>,PastNegPlural
they said they would n't even bother to get the drinks for the drinks . <eos>,PastNegPlural
they were not very busy . <eos>,PastNegPlural
but the other reviews were not very pleased . <eos>,PastNegPlural
they were seated and the bar were closed to get a seat _num_ . <eos>,PastNegPlural
"when we got seated , we were seated promptly , we were seated promptly . <eos>",PastNegPlural
"the only thing we were seated promptly , which were very empty . <eos>",PastNegPlural
this was the worst experience ever . <eos>,PastNegPlural
we ' ve never had a bad . <eos>,PastNegPlural
they were rude and disrespectful . <eos>,PastNegPlural
there were n't even bother to get the drinks and drinks . <eos>,PastNegPlural
it was a disaster . <eos>,PastNegSingular
the only thing i ordered was very good . <eos>,PastNegSingular
it was a complete disaster . <eos>,PastNegSingular
i did n't even bother to get my car and he was n't . <eos>,PastNegSingular
the food was ok but nothing special was n't good either . <eos>,PastNegSingular
the only thing thing was the food was mediocre and cold . <eos>,PastNegSingular
but i was very disappointed . <eos>,PastNegSingular
the food was mediocre and overpriced . <eos>,PastNegSingular
the chicken was overcooked and the rice was overcooked and very bland . <eos>,PastNegSingular
the chicken fried rice was very dry . <eos>,PastNegSingular
but i did n't even bother to hear the food . <eos>,PastNegSingular
she said i could n't work . <eos>,PastNegSingular
the woman who answered me was the phone and i was not very impressed . <eos>,PastNegSingular
was n't impressed . <eos>,PastNegSingular
the only thing thing was the food was very good . <eos>,PastNegSingular
but the food was n't good but the service was just okay . <eos>,PastNegSingular
but the service sucked . <eos>,PastNegSingular
it was a little little strange . <eos>,PastNegSingular
the only thing i ordered the chicken was very dry . <eos>,PastNegSingular
the lady who answered was the phone . <eos>,PastNegSingular
the service was awful . <eos>,PastNegSingular
i ' m disappointed . <eos>,PastNegSingular
so i went to the restaurant . <eos>,PastNegSingular
so i went to the store and i was disappointed . <eos>,PastNegSingular
the room was not clean and the room . <eos>,PastNegSingular
the food was n't good but the service was n't good either either . <eos>,PastNegSingular
it was a ` ` meh ' ' ' ' ' ' ' ' ' . <eos>,PastNegSingular
went to the first time and i was disappointed . <eos>,PastNegSingular
but the food was not good . <eos>,PastNegSingular
i went here for a few weeks ago and it was awful . <eos>,PastNegSingular
the food was n't even taste at all . <eos>,PastNegSingular
so i went to this place . <eos>,PastNegSingular
i was not impressed with this place . <eos>,PastNegSingular
the food was mediocre and the service was mediocre and lacking . <eos>,PastNegSingular
the food and service was very slow . <eos>,PastNegSingular
i was very disappointed with this company . <eos>,PastNegSingular
the service was slow and the food was not very good . <eos>,PastNegSingular
the chicken parm was awful . <eos>,PastNegSingular
"it was n't even remotely , but it was n't worth it . <eos>",PastNegSingular
"not even mention the food , but the service was awful . <eos>",PastNegSingular
the chicken was not overcooked . <eos>,PastNegSingular
i also ordered the chicken and it was not very good either . <eos>,PastNegSingular
but the food was n't good at all . <eos>,PastNegSingular
i was a few bites of the food and it was just ok . <eos>,PastNegSingular
the chicken was overcooked and the chicken was not cooked properly . <eos>,PastNegSingular
