text,label
we have been going to be back to be back . <eos>,Plural
ordered the chicken enchiladas and were delicious . <eos>,Plural
all the workers were friendly and helpful . <eos>,Plural
they answered us and left us and left . <eos>,Plural
thank you guys to help your nails ! <eos>,Plural
they are all so good . <eos>,Plural
"all , they are not even better than the others . <eos>",Plural
the people who work there are so friendly and helpful . <eos>,Plural
the fries were soggy and not like the fries . <eos>,Plural
we did n't even get back . <eos>,Plural
rooms are clean and spacious . <eos>,Plural
"if you are looking for a hurry , they are open late . <eos>",Plural
the people working there were also very friendly . <eos>,Plural
all the workers are very friendly . <eos>,Plural
the rooms were spacious and smelled like cigarettes . <eos>,Plural
"all , the staff are friendly and helpful , and they are friendly . <eos>",Plural
they also have the best wings and wings wings . <eos>,Plural
they are all so good and they are always friendly . <eos>,Plural
"the people are friendly and helpful , and the food . <eos>",Plural
needless to say we ordered the same of the reviews we were disappointed . <eos>,Plural
and the people are so nice . <eos>,Plural
this is a little place to be desired and they are doing . <eos>,Plural
the fries were delicious and the fries were delicious . <eos>,Plural
"the fries are good , and the fries are also very good . <eos>",Plural
both were delicious and the portions were generous and delicious . <eos>,Plural
prices are great . <eos>,Plural
they do n't even have any other customers to have the food . <eos>,Plural
we will definitely be back again we will definitely be back soon . <eos>,Plural
and they were rude . <eos>,Plural
the portions are huge and the prices are great . <eos>,Plural
they were also very good too . <eos>,Plural
these guys are you kidding ? <eos>,Plural
employees are friendly . <eos>,Plural
the people are so nice and helpful . <eos>,Plural
they did n't even acknowledge to us . <eos>,Plural
"if you want to be in the area , they are great . <eos>",Plural
they also have a great selection of beers and desserts are great . <eos>,Plural
the people were very friendly and very helpful . <eos>,Plural
they do n't even know what they are doing about their jobs . <eos>,Plural
the fries are also good and the fries are great . <eos>,Plural
all of the best we had had to come here . <eos>,Plural
they refused . <eos>,Plural
the servers are friendly and helpful . <eos>,Plural
the people who work there are rude . <eos>,Plural
the people are very nice . <eos>,Plural
they put me to charge me to pay for a _num_ dollars . <eos>,Plural
these guys are not aware that they are doing about the same of . <eos>,Plural
we have a great selection of beers beers teas and the pastries here . <eos>,Plural
"it ' s not cheap , but they are not worth the money . <eos>",Plural
but they are not even busy to have any issues . <eos>,Plural
our server came out quickly quickly we waited _num_ minutes and we were seated promptly . <eos>,Plural
"the people who are friendly , helpful , and they ' re doing about what . <eos>",Plural
but they have no idea of the ` ` things ' ' are doing . <eos>,Plural
prices are great too ! <eos>,Plural
` ` ` ` ` ` ` ' ' ' ' ' ' ' . <eos>,Plural
we had a great time here and we were very pleased with results . <eos>,Plural
we ordered the pepperoni and wings were all of the best in town . <eos>,Plural
"staff is friendly and helpful , and they are friendly . <eos>",Plural
the drinks were great and the drinks were very good . <eos>,Plural
all the food was good and we were served . <eos>,Plural
but they were not even remotely busy . <eos>,Plural
if you want to go to check out of people . <eos>,Plural
we have been here several times and the food is consistently good . <eos>,Plural
when we arrived in and we got our drinks and left . <eos>,Plural
they were all of us and we were very pleased . <eos>,Plural
the prices are reasonable and they have a great selection of beers and prices . <eos>,Plural
this is one of the best places in phoenix hands down . <eos>,Plural
we stayed here for _num_ nights . <eos>,Plural
we had a great time we were in vegas . <eos>,Plural
they are all so good . <eos>,Plural
we had a great time here and we loved it . <eos>,Plural
they do not care about helping us to help customers . <eos>,Plural
they have a great selection of beers beers . <eos>,Plural
they have a great selection of beers and great prices . <eos>,Plural
"we were not impressed with the food , we were the wings . <eos>",Plural
no one said we ordered . <eos>,Plural
they are the best vet in the west . <eos>,Plural
the fries were good and the fries were good . <eos>,Plural
"but we have been here twice , we ' re not impressed . <eos>",Plural
all of the dishes are great and the portions are huge and delicious . <eos>,Plural
the prices are reasonable and the prices are reasonable . <eos>,Plural
they have a great selection of beers and drinks . <eos>,Plural
we were n't even bother to eat there again we ordered . <eos>,Plural
the drinks were great . <eos>,Plural
they were not good . <eos>,Plural
they do n't even have any other than that they are doing . <eos>,Plural
they are simply me . <eos>,Plural
"the prices are reasonable , and the food is not worth it . <eos>",Plural
they are all amazing ! <eos>,Plural
they do n't care about their patients and their patients . <eos>,Plural
"fries were cold , but not good . <eos>",Plural
the prices are reasonable and they are good . <eos>,Plural
we highly recommend going back to try to try our friends . <eos>,Plural
they are all kinds of their customers . <eos>,Plural
they do n't care about their customers and their customers . <eos>,Plural
the best wings are the best . <eos>,Plural
the people here are all great ! <eos>,Plural
the best gyros have ever had in my life . <eos>,Plural
the nurses were very friendly and eager to help . <eos>,Plural
i guess they would have been going to be ` ` ` ` ' ' . <eos>,Plural
"employees are friendly , helpful and caring . <eos>",Plural
then we waited _num_ minutes and sat down to our table . <eos>,Plural
but they do n't even apologize . <eos>,Plural
we have been going to this place . <eos>,Plural
rooms are clean and the employees are friendly . <eos>,Plural
the fries are also good too . <eos>,Plural
the people were also very nice . <eos>,Plural
they were all friendly and the food was great . <eos>,Plural
we ordered the pepperoni and wings were delicious . <eos>,Plural
they have a great selection of beers and they are all great . <eos>,Plural
our waiter was very attentive and we walked out . <eos>,Plural
the prices are reasonable . <eos>,Plural
we were very pleased with the results of the best we had . <eos>,Plural
thank you guys ! <eos>,Plural
this one of the best starbucks . <eos>,Plural
the fries are also good . <eos>,Plural
we had a great time here and we will definitely be back . <eos>,Plural
they did n't care about helping us to help us . <eos>,Plural
both dishes were excellent . <eos>,Plural
there are many of the best restaurants in the area of the strip . <eos>,Plural
they do n't care about customers . <eos>,Plural
they are honest and eager to help . <eos>,Plural
we stayed here for _num_ years ago and will continue to be . <eos>,Plural
the nurses were very friendly and had a great job at the counter . <eos>,Plural
our server was very attentive and we had our stay . <eos>,Plural
"if you are looking for the best , they do . <eos>",Plural
so we decided to go back to pick up up . <eos>,Plural
they have great prices and the prices are reasonable and reasonable . <eos>,Plural
they are all amazing . <eos>,Plural
prices are great too . <eos>,Plural
they also have great prices . <eos>,Plural
the people that they are not so rude . <eos>,Plural
the people working there are always friendly and helpful and helpful . <eos>,Plural
all the dishes were all fresh and delicious . <eos>,Plural
this is one of my favorite places to eat here . <eos>,Plural
but we have no idea of the kids are there . <eos>,Plural
but the best part of the best we have ever had . <eos>,Plural
the best are amazing . <eos>,Plural
they also have great prices . <eos>,Plural
they were not ` ` spicy ' ' ' ' were good . <eos>,Plural
they do n't care about their customers and they are all friendly . <eos>,Plural
their fried pickles are delicious and fresh and delicious . <eos>,Plural
they do n't care about their customers and their customers . <eos>,Plural
we had a great time . <eos>,Plural
they were very friendly and gave us a great job with my nails . <eos>,Plural
"if you want to try the kids , they are not the best . <eos>",Plural
but they ' re not worth the wait . <eos>,Plural
"there are no frills , they are n't supposed to be there . <eos>",Plural
"all the food is good , and the portions are generous and generous . <eos>",Plural
these guys are the best ! <eos>,Plural
the people were also very nice . <eos>,Plural
the people are great . <eos>,Plural
we stayed here for _num_ nights and we will definitely be back . <eos>,Plural
prices are reasonable and they are friendly . <eos>,Plural
we ordered the pepperoni and the wings were very good . <eos>,Plural
then we waited to wait for our drinks and left a message . <eos>,Plural
they also have a great selection of beers . <eos>,Neutral
great place to go to see if you are looking . <eos>,Neutral
the chicken enchiladas are amazing . <eos>,Neutral
this place is a must of the best in vegas . <eos>,Neutral
_num_ minutes later i had the same of the best . <eos>,Neutral
this place is great and reasonably priced . <eos>,Neutral
they are all of the same of my favorites . <eos>,Neutral
both were very friendly and helpful . <eos>,Neutral
the service was very friendly and attentive . <eos>,Neutral
i guess they do n't even have a smile . <eos>,Neutral
"great prices , and the food is great and prices are reasonable . <eos>",Neutral
the staff is friendly and helpful . <eos>,Neutral
i also had the worst experience . <eos>,Neutral
the kids here are great . <eos>,Neutral
there are no other options in the area area . <eos>,Neutral
they ' re very nice and the food is always hot and hot . <eos>,Neutral
"however , the food was ok , but we were n't impressed . <eos>",Neutral
but they do n't even have a good job on the menu . <eos>,Neutral
"if you want to be a hurry to be a regular , then you leave . <eos>",Neutral
the food was mediocre at best . <eos>,Neutral
"all the staff are friendly and helpful , and very helpful . <eos>",Neutral
one of the best places i have ever had in vegas . <eos>,Neutral
the food is amazing . <eos>,Neutral
they had a great selection of beers and chips . <eos>,Neutral
the chicken is amazing . <eos>,Neutral
they have a good selection of beers and great prices . <eos>,Neutral
i love the sandwiches and their salads are great . <eos>,Neutral
the staff are very friendly and the food is always great . <eos>,Neutral
"the food was ok , we had a great time we arrived . <eos>",Neutral
they have a great selection of beers and they do n't even better . <eos>,Neutral
and the food was delicious and very tasty . <eos>,Neutral
the food is good and they are good . <eos>,Neutral
staff is super friendly . <eos>,Neutral
i love the people who are doing there . <eos>,Neutral
both were very good . <eos>,Neutral
they have a great selection of beers and family . <eos>,Neutral
the ` ` oh ' ' is not good . <eos>,Neutral
the prices are reasonable and the service is always great . <eos>,Neutral
but this place is a little pricey but worth the money for the money . <eos>,Neutral
we had a great time here and we were both very pleased . <eos>,Neutral
the food is delicious and the portions are generous and the food is delicious . <eos>,Neutral
the food here is amazing . <eos>,Neutral
the chicken was dry and the wings were not cooked correctly were all cooked . <eos>,Neutral
they have a good selection of beers and the food is great . <eos>,Neutral
i always get the same of the same of the same of things . <eos>,Neutral
ordered the chicken and wings were delicious . <eos>,Neutral
waited _num_ minutes before our order . <eos>,Neutral
so we waited _num_ minutes for a long time to go . <eos>,Neutral
thank you for a great experience for a great time ! <eos>,Neutral
and the prices are great . <eos>,Neutral
_num_ minutes later the food . <eos>,Neutral
they have a great selection of beers and great prices . <eos>,Neutral
all of the food was delicious and we had a great time . <eos>,Neutral
we love the best meal here and we love this place . <eos>,Neutral
they did n't even acknowledge to me . <eos>,Neutral
"the food was ok , we ' ll be back to the next time . <eos>",Neutral
that was very nice . <eos>,Neutral
they did n't even bother to me a smile . <eos>,Neutral
the best thing is the best in the west hands down . <eos>,Neutral
but if you ' re looking for a hurry . <eos>,Neutral
"chicken was good , and the fries were really good . <eos>",Neutral
this is one of my favorite places to eat in vegas . <eos>,Neutral
they have great service . <eos>,Neutral
the staff is always friendly . <eos>,Neutral
the people who work here is amazing . <eos>,Neutral
this place is not worth the money that they are n't good . <eos>,Neutral
but they do n't have a good job and the food is great . <eos>,Neutral
they were not busy to start the food . <eos>,Neutral
no matter what i ' ve ever had . <eos>,Neutral
this is a great place to meet and friends to be happy . <eos>,Neutral
this is the best . <eos>,Neutral
they are very friendly and do a great job . <eos>,Neutral
i ' ve been here several times and they have a great selection . <eos>,Neutral
_num_ minutes later i was served . <eos>,Neutral
this is a great place to meet and we are in the area . <eos>,Neutral
i ordered the chicken enchiladas and it was delicious . <eos>,Neutral
did n't even bother to get the money . <eos>,Neutral
the service was great and we were seated in the room . <eos>,Neutral
the food sucked . <eos>,Neutral
so we got a great time . <eos>,Neutral
"the chicken is good , and the wings are also good and very good . <eos>",Neutral
we did n't finish . <eos>,Neutral
staff is very friendly . <eos>,Neutral
i guess they have no idea to be a problem . <eos>,Neutral
i ' ve had a great time . <eos>,Neutral
but the food was not worth the money . <eos>,Neutral
we had a great time and the food was great . <eos>,Neutral
we loved this place . <eos>,Neutral
but they do n't even have a smile and the staff is friendly . <eos>,Neutral
the food was good and we were seated . <eos>,Neutral
the people who works there is awesome ! <eos>,Neutral
the prices are reasonable for the price . <eos>,Neutral
the wifi was terrible . <eos>,Neutral
the people here is a rip off . <eos>,Neutral
this place is my favorite place . <eos>,Neutral
the food is very good . <eos>,Neutral
this place has been a great time . <eos>,Neutral
they have a great selection . <eos>,Neutral
i do n't know what they are doing . <eos>,Neutral
love the pancakes are amazing ! <eos>,Neutral
the girl who answered me to the register and they were doing . <eos>,Neutral
all of the food is great . <eos>,Neutral
the staff is friendly and the prices are reasonable . <eos>,Neutral
one of the best italian restaurants i ' ve ever had . <eos>,Neutral
they lost my appetite . <eos>,Neutral
we had the best meal here . <eos>,Neutral
the food is good and the prices are reasonable . <eos>,Neutral
they were very nice to me to see the next time we wanted . <eos>,Neutral
i had to wait _num_ minutes to get it . <eos>,Neutral
we were very pleased with the food . <eos>,Neutral
the staff was very friendly and we had a great time there . <eos>,Neutral
i really like the dogs here are so good and friendly . <eos>,Neutral
the kids and i had a great time . <eos>,Neutral
they are all the same thing that is the same . <eos>,Neutral
we love this place . <eos>,Neutral
the best thing we have ever had in a long time . <eos>,Neutral
the wifi and the service is great . <eos>,Neutral
i ' ve had better experiences . <eos>,Neutral
we love this place . <eos>,Neutral
the service was great and the prices were very reasonable . <eos>,Neutral
the food was good and we had a great time we ordered . <eos>,Neutral
we highly recommend this place . <eos>,Neutral
both times are great too . <eos>,Neutral
the staff is always friendly and they have a great selection . <eos>,Neutral
prices are reasonable and the food is always good . <eos>,Neutral
the service was very good and we were seated in the room room . <eos>,Neutral
but they were not interested about the food and the service was n't bad . <eos>,Neutral
i really liked the pictures and pictures . <eos>,Neutral
but the staff was very friendly and we will be back . <eos>,Neutral
they do n't even have to care about the food is so good . <eos>,Neutral
the chicken enchiladas are so good . <eos>,Neutral
the food was great and reasonably priced . <eos>,Neutral
the food is good and the prices are reasonable . <eos>,Neutral
this is a great place . <eos>,Neutral
we are so happy to try . <eos>,Neutral
their pizza is delicious . <eos>,Neutral
"the prices are reasonable , and the staff is always friendly and helpful . <eos>",Neutral
this place is simply so good . <eos>,Neutral
the best part of the best part of the best places in charlotte . <eos>,Neutral
we were very pleased with the outcome of the service . <eos>,Neutral
the food is great and the prices are reasonable for the price . <eos>,Neutral
the chicken was dry and tasted like . <eos>,Neutral
we were very pleased with the outcome . <eos>,Neutral
the staff is always friendly and the food is always good . <eos>,Neutral
the front desk is rude . <eos>,Neutral
the food here are amazing . <eos>,Neutral
"the food was ok , we had a great time we were there . <eos>",Neutral
the people are friendly and the food is great . <eos>,Neutral
the chicken was dry and the wings were very good . <eos>,Neutral
they are so good and i love it . <eos>,Neutral
i am so happy with the results of results . <eos>,Neutral
great selection of beers and the food is always great . <eos>,Neutral
"if you are looking for a hurry , and will be back . <eos>",Neutral
there are many many options in the food is great . <eos>,Neutral
we had a great time at home . <eos>,Neutral
we had a great time here and loved it . <eos>,Neutral
but that ' s not worth the money . <eos>,Neutral
we had a great time here and we had a great time here . <eos>,Neutral
we waited _num_ minutes for our food and it was a great experience . <eos>,Neutral
the service was not even busy at all . <eos>,Neutral
both were great and very helpful . <eos>,Neutral
we had a great time here . <eos>,Neutral
i love this place and they have a great selection . <eos>,Neutral
if you are looking for a good place to eat here . <eos>,Neutral
both are great too . <eos>,Neutral
i ' m sorry . <eos>,Neutral
but this place is not worth the money . <eos>,Neutral
this is not acceptable at all . <eos>,Neutral
the only thing that was the only thing that they were doing . <eos>,Neutral
thank you for being a great experience . <eos>,Neutral
the chicken was dry and not even cooked correctly . <eos>,Neutral
the people working there are also very nice . <eos>,Neutral
loved the pancakes . <eos>,Neutral
that is so rude . <eos>,Neutral
they have great service . <eos>,Neutral
we love this place . <eos>,Neutral
the room smelled old and smelled musty . <eos>,Neutral
but the food was amazing . <eos>,Neutral
i love the food here and the people are always friendly and great . <eos>,Neutral
they are so friendly and very helpful . <eos>,Neutral
the only reason we had to wait _num_ minutes to get our food . <eos>,Neutral
i always leave to see the employees and they are very friendly . <eos>,Neutral
i love the new york and the owners are always friendly . <eos>,Neutral
"if you are looking for a good place , and the food is great . <eos>",Neutral
"if you want to be in the area , this is a must go . <eos>",Neutral
` ` ` ' ' ' ' ' ' . <eos>,Neutral
the food was good and the portions were generous . <eos>,Neutral
the food here is the best we ever had . <eos>,Neutral
the food is great and the prices are reasonable . <eos>,Neutral
love the food and the prices are great ! <eos>,Neutral
it was not even better than the other than others . <eos>,Neutral
they do n't care about their patients and are well . <eos>,Neutral
they have a great selection of beers and they do n't care about them . <eos>,Neutral
and the food is the best in the west coast . <eos>,Neutral
you ' re not kidding what i have ever had . <eos>,Neutral
this place is great . <eos>,Neutral
this place is not busy to get the drinks . <eos>,Neutral
all of the ingredients are fresh and delicious . <eos>,Neutral
the food is great and the prices are reasonable . <eos>,Neutral
i guess they are so much better than the other than . <eos>,Neutral
